Date;EUR-USD;USD-UAH;WTI;BalticDryIndex;PalmoilBursaMalaysia;PalmoilFOBRotterdam;SunseedEXW;SunseedEXWUAH;SunseedFOB;SunseedCPTSaintNazaire;SunseedCPTSaintNazaireUSD;SunoilEXW;SunoilFOB;SunoilFOBRotterdam;BasisSunseedEXW-FOB;BasisSunseed-SunoilEXW;BasisSunseedEXW-CPTSaintNazaire;BasisSunseedEXW-SunoilFOBRotterdam;BasisSunseedEXW-RapeseedEuronext;BasisSunoilEXW-FOB;BasisSunoilFOB-SunoilFOBRotterdam;SpreadSunoilFOB-PalmoilBursaMalaysia;RapeseedEXW;RapeseedEXWUAH;RapeseedFOB;RapeseedEuronext;RapeseedEuronextUSD;RapeseedCPTRouen;RapeseedCPTRouenUSD;RapeoilFOBRotterdam;BasisRapeseedEXW-FOB;BasisRapeseedEXW-Euronext;BasisRapeseedEXW-CPTRouen;BasisRapeseedEXW-RapeoilFOBRotterdam;SpreadSunseedEXW-RapeseedEXW;SoybeanEXW;SoybeanEXWUAH;SoybeanFOB;SoyoilFOBRotterdam;SoybeanCBOT;SoymealCBOT;SoyoilCBOT;BasisSoybeanEXW-FOB;BasisSoybeanEXW-CBOT;BasisSoyoilFOBRotterdam-SoyoilCBOT;CrushSpreadCBOT
13.11.2015;1,0777;23,11;40,74;560,0;480,5;560,0;417,0;9636,9;470,0;410,0;441,9;890,0;800,0;875,0;-53,0;-473,0;7,0;-458,0;15,6;90,0;-75,0;319,5;380,0;8781,8;413,0;372,5;401,4;373,3;402,3;785,0;-33,0;-21,4;-22,3;-405,0;37,0;384,0;8874,2;370,0;715,0;315,6;262,8;876,1;14,0;68,4;-161,1;55,0
20.11.2015;1,0643;23,89;40,39;498,0;504,1;545,0;419,0;10009,9;465,0;405,0;431,0;873,0;815,0;860,0;-46,0;-454,0;14,0;-441,0;17,8;58,0;-45,0;310,9;375,0;8958,8;410,0;377,0;401,2;376,0;400,2;778,0;-35,0;-26,2;-25,2;-403,0;44,0;379,0;9054,3;365,0;717,0;315,0;257,5;904,0;14,0;64,0;-187,0;56,4
27.11.2015;1,059;23,18;41,71;581,0;507,4;565,0;424,0;9828,3;470,0;410,0;434,2;866,0;813,0;855,0;-46,0;-442,0;14,0;-431,0;21,1;53,0;-42,0;305,6;379,0;8785,2;415,0;380,5;402,9;380,5;402,9;796,0;-36,0;-23,9;-23,9;-417,0;45,0;380,0;8808,4;360,0;738,0;320,7;257,0;931,5;20,0;59,3;-193,5;55,3
04.12.2015;1,0884;23,364;39,97;563,0;516,0;570,0;405,0;9462,4;465,0;410,0;446,2;892,0;800,0;860,0;-60,0;-487,0;-5,0;-455,0;-9,7;92,0;-60,0;284,0;381,0;8901,7;430,0;381,0;414,7;378,8;412,2;811,0;-49,0;-33,7;-31,2;-430,0;24,0;387,0;9041,9;365,0;754,0;332,9;259,4;1030,3;22,0;54,1;-276,3;63,2
11.12.2015;1,0987;23,75;35,62;522,0;517,9;560,0;396,0;9405,0;460,0;405,0;445,0;899,0;805,0;860,0;-64,0;-503,0;-9,0;-464,0;-13,3;94,0;-55,0;287,1;377,0;8953,8;438,0;372,5;409,3;369,8;406,2;824,0;-61,0;-32,3;-29,2;-447,0;19,0;384,0;9120,0;360,0;761,0;319,9;247,7;1007,0;24,0;64,1;-246,0;62,5
18.12.2015;1,0865;23,552;34,73;477,0;521,6;545,0;395,0;9303,0;455,0;400,0;434,6;864,0;785,0;850,0;-60,0;-469,0;-5,0;-455,0;-10,8;79,0;-65,0;263,4;374,0;8808,4;435,0;373,5;405,8;366,3;397,9;798,0;-61,0;-31,8;-23,9;-424,0;21,0;372,0;8761,3;355,0;742,0;327,8;255,7;989,2;17,0;44,2;-247,2;57,8
25.12.2015;1,0973;23,1;38,1;478,0;532,9;590,0;405,0;9355,5;450,0;400,0;438,9;859,0;790,0;845,0;-45,0;-454,0;5,0;-440,0;-6,2;69,0;-55,0;257,1;383,0;8847,3;430,0;374,8;411,2;366,3;401,9;821,0;-47,0;-28,2;-18,9;-438,0;22,0;376,0;8685,6;355,0;761,0;321,6;244,8;1000,2;21,0;54,4;-239,2;57,3
01.01.2016;1,0858;23,952;36,76;473,0;527,4;573,0;391,0;9365,2;450,0;400,0;434,3;830,0;785,0;840,0;-59,0;-439,0;-9,0;-449,0;-11,3;45,0;-55,0;257,6;370,0;8862,2;425,0;370,5;402,3;365,0;396,3;823,0;-55,0;-32,3;-26,3;-453,0;21,0;380,0;9101,8;355,0;765,0;317,6;239,5;969,7;25,0;62,4;-204,7;51,5
08.01.2016;1,0929;23,904;33,16;429,0;517,3;555,0;396,0;9466,0;445,0;395,0;431,7;831,0;775,0;840,0;-49,0;-435,0;1,0;-444,0;-4,8;56,0;-65,0;257,7;374,0;8940,1;418,0;366,8;400,8;359,5;392,9;791,0;-44,0;-26,8;-18,9;-417,0;22,0;367,0;8772,8;355,0;720,0;323,1;243,8;954,2;12,0;43,9;-234,2;46,5
15.01.2016;1,0914;24,2;29,42;373,0;500,4;550,0;382,0;9244,4;445,0;390,0;425,6;825,0;780,0;845,0;-63,0;-443,0;-8,0;-463,0;-7,9;45,0;-65,0;279,6;363,0;8784,6;420,0;357,3;389,9;347,5;379,3;771,0;-57,0;-26,9;-16,3;-408,0;19,0;374,0;9050,8;355,0;713,0;322,9;246,3;960,7;19,0;51,1;-247,7;49,9
22.01.2016;1,0794;24,5;32,19;354,0;554,7;560,0;375,0;9187,5;435,0;390,0;421,0;815,0;790,0;845,0;-60,0;-440,0;-15,0;-470,0;-13,3;25,0;-55,0;235,3;359,0;8795,5;420,0;359,8;388,3;350,0;377,8;758,0;-61,0;-29,3;-18,8;-399,0;16,0;355,0;8697,5;355,0;719,0;322,0;244,3;988,2;0,0;33,0;-269,2;54,3
29.01.2016;1,0834;25,6;33,62;317,0;566,0;580,0;386,0;9881,6;420,0;390,0;422,5;835,0;790,0;865,0;-34,0;-449,0;-4,0;-479,0;-3,8;45,0;-75,0;224,0;362,0;9267,2;420,0;359,8;389,8;350,8;380,0;777,0;-58,0;-27,8;-18,0;-415,0;24,0;364,0;9318,4;360,0;741,0;324,1;247,9;1000,5;4,0;39,9;-259,5;57,3
05.02.2016;1,1156;25,85;30,89;297,0;601,0;620,0;399,0;10314,2;418,0;390,0;435,1;841,0;798,0;880,0;-19,0;-442,0;9,0;-481,0;-1,8;43,0;-82,0;197,0;366,0;9461,1;420,0;359,3;400,8;345,8;385,7;797,0;-54,0;-34,8;-19,7;-431,0;33,0;365,0;9435,3;360,0;759,0;318,7;241,2;1011,9;5,0;46,3;-252,9;59,4
12.02.2016;1,1258;26,15;29,44;291,0;611,5;640,0;411,0;10747,7;420,0;370,0;416,5;844,0;800,0;880,0;-9,0;-433,0;41,0;-469,0;10,2;44,0;-80,0;188,5;362,0;9466,3;418,0;356,0;400,8;344,3;387,6;785,0;-56,0;-38,8;-25,6;-423,0;49,0;363,0;9492,5;355,0;770,0;320,6;238,4;1030,3;8,0;42,4;-260,3;58,6
19.02.2016;1,1132;26,94;29,64;315,0;600,0;655,0;406,0;10937,6;413,0;370,0;411,9;836,0;795,0;870,0;-7,0;-430,0;36,0;-464,0;12,2;41,0;-75,0;195,0;359,0;9671,5;418,0;353,8;393,8;342,3;381,0;780,0;-59,0;-34,8;-22,0;-421,0;47,0;358,0;9644,5;353,0;765,0;322,7;240,7;1017,0;5,0;35,3;-252,0;56,0
26.02.2016;1,0931;27,25;32,78;327,0;585,2;640,0;395,0;10763,8;415,0;370,0;404,4;830,0;773,0;860,0;-20,0;-435,0;25,0;-465,0;12,4;57,0;-87,0;187,8;355,0;9673,8;418,0;350,0;382,6;337,8;369,2;771,0;-63,0;-27,6;-14,2;-416,0;40,0;363,0;9891,8;355,0;752,0;314,1;234,1;1005,4;8,0;48,9;-253,4;57,1
04.03.2016;1,1001;26,15;35,92;349,0;599,4;653,0;384,0;10041,6;415,0;370,0;407,0;821,0;758,0;840,0;-31,0;-437,0;14,0;-456,0;-1,0;63,0;-82,0;158,6;360,0;9414,0;423,0;350,0;385,0;335,0;368,5;740,0;-63,0;-25,0;-8,5;-380,0;24,0;362,0;9466,3;350,0;730,0;319,8;243,6;995,7;12,0;42,2;-265,7;57,3
11.03.2016;1,115;25,4;38,5;388,0;623,8;670,0;382,0;9702,8;410,0;365,0;407,0;825,0;773,0;835,0;-28,0;-443,0;17,0;-453,0;-13,5;52,0;-62,0;149,2;368,0;9347,2;423,0;354,8;395,5;338,3;377,1;746,0;-55,0;-27,5;-9,1;-378,0;14,0;370,0;9398,0;348,0;738,0;326,3;247,5;1034,5;22,0;43,7;-296,5;61,1
18.03.2016;1,1267;26,5;39,44;395,0;650,7;700,0;374,0;9911,0;410,0;355,0;400,0;813,0;795,0;855,0;-36,0;-439,0;19,0;-481,0;-29,1;18,0;-60,0;144,3;359,0;9513,5;420,0;357,8;403,1;342,0;385,3;785,0;-61,0;-44,1;-26,3;-426,0;15,0;364,0;9646,0;350,0;777,0;329,7;242,6;1082,8;14,0;34,3;-305,8;62,5
25.03.2016;1,1163;26;39,46;406,0;659,2;713,0;398,0;10348,0;405,0;355,0;396,3;858,0;795,0;855,0;-7,0;-460,0;43,0;-457,0;-6,9;63,0;-60,0;135,8;371,0;9646,0;415,0;362,8;404,9;343,0;382,9;780,0;-44,0;-33,9;-11,9;-409,0;27,0;363,0;9438,0;350,0;776,0;334,5;250,5;1075,0;13,0;28,5;-299,0;62,6
01.04.2016;1,1386;26;36,79;450,0;698,6;733,0;399,0;10374,0;405,0;355,0;404,2;851,0;795,0;860,0;-6,0;-452,0;44,0;-461,0;-20,0;56,0;-65,0;96,4;368,0;9568,0;400,0;368,0;419,0;352,8;401,6;813,0;-32,0;-51,0;-33,6;-445,0;31,0;367,0;9542,0;355,0;786,0;337,4;247,8;1116,2;12,0;29,6;-330,2;65,1
08.04.2016;1,1399;25,6;39,72;539,0;678,7;730,0;404,0;10342,4;410,0;360,0;410,4;863,0;790,0;850,0;-6,0;-459,0;44,0;-446,0;-16,3;73,0;-60,0;111,3;377,0;9651,2;400,0;368,8;420,3;352,5;401,8;816,0;-23,0;-43,3;-24,8;-439,0;27,0;371,0;9497,6;355,0;800,0;336,8;249,1;1099,7;16,0;34,2;-299,7;63,7
15.04.2016;1,128;25,4;40,36;635,0;676,4;710,0;412,0;10464,8;420,0;360,0;406,1;869,0;800,0;847,0;-8,0;-457,0;52,0;-435,0;-3,7;69,0;-47,0;123,6;377,0;9575,8;400,0;368,5;415,7;355,5;401,0;804,0;-23,0;-38,7;-24,0;-427,0;35,0;370,0;9398,0;350,0;790,0;351,2;269,3;1081,5;20,0;18,8;-291,5;62,1
22.04.2016;1,123;25,32;43,73;688,0;687,1;740,0;422,0;10685,0;420,0;360,0;404,3;866,0;820,0;865,0;2,0;-444,0;62,0;-443,0;1,4;46,0;-45,0;132,9;378,0;9571,0;400,0;374,5;420,6;363,0;407,6;823,0;-22,0;-42,6;-29,6;-445,0;44,0;369,0;9343,1;358,0;811,0;362,6;283,6;1101,3;11,0;6,4;-290,3;65,8
29.04.2016;1,1454;25;45,92;703,0;659,0;710,0;433,0;10825,0;420,0;365,0;418,1;870,0;815,0;870,0;13,0;-437,0;68,0;-437,0;6,3;55,0;-55,0;156,0;381,0;9525,0;415,0;372,5;426,7;354,0;405,5;798,0;-34,0;-45,7;-24,5;-417,0;52,0;381,0;9525,0;375,0;786,0;375,1;302,2;1065,3;6,0;5,9;-279,3;61,6
06.05.2016;1,1402;25,17;44,66;631,0;659,0;710,0;433,0;10898,6;420,0;365,0;416,2;879,0;805,0;870,0;13,0;-446,0;68,0;-437,0;18,3;74,0;-65,0;146,0;381,0;9589,8;405,0;363,8;414,7;350,8;399,9;804,0;-24,0;-33,7;-18,9;-423,0;52,0;387,0;9740,8;375,0;777,0;377,0;310,5;1063,0;12,0;10,0;-286,0;65,9
13.05.2016;1,1305;25,45;46,21;600,0;654,3;710,0;438,0;11147,1;420,0;365,0;412,6;882,0;825,0;875,0;18,0;-444,0;73,0;-437,0;18,3;57,0;-50,0;170,7;387,0;9849,2;410,0;371,3;419,7;360,3;407,3;818,0;-23,0;-32,7;-20,3;-431,0;51,0;393,0;10001,9;390,0;802,0;387,6;328,5;1042,3;3,0;5,4;-240,3;65,9
20.05.2016;1,1222;25;47,75;625,0;627,0;700,0;445,0;11125,0;420,0;370,0;415,2;880,0;815,0;865,0;25,0;-435,0;75,0;-420,0;30,1;65,0;-50,0;188,0;388,0;9700,0;425,0;369,8;414,9;358,5;402,3;803,0;-37,0;-26,9;-14,3;-415,0;57,0;394,0;9850,0;405,0;792,0;394,7;357,4;1013,1;-11,0;-0,7;-221,1;76,6
27.05.2016;1,1114;25,14;49,33;606,0;634,7;710,0;440,0;11061,6;440,0;370,0;411,2;890,0;820,0;865,0;0,0;-450,0;70,0;-425,0;24,3;70,0;-45,0;185,3;390,0;9804,6;425,0;374,0;415,7;361,8;402,0;808,0;-35,0;-25,7;-12,0;-418,0;50,0;406,0;10206,8;395,0;787,0;399,2;366,4;1020,0;11,0;6,8;-233,0;80,6
03.06.2016;1,1365;24,9;48,62;610,0;646,7;695,0;432,0;10756,8;445,0;380,0;431,9;884,0;815,0;855,0;-13,0;-452,0;52,0;-423,0;1,0;69,0;-40,0;168,3;398,0;9910,2;425,0;379,3;431,0;367,3;417,4;803,0;-27,0;-33,0;-19,4;-405,0;34,0;413,0;10283,7;410,0;806,0;415,9;377,0;1045,2;3,0;-2,9;-239,2;77,0
10.06.2016;1,1249;24,98;49,07;610,0;646,2;705,0;439,0;10966,2;440,0;380,0;427,5;890,0;820,0;858,0;-1,0;-451,0;59,0;-419,0;12,4;70,0;-38,0;173,8;417,0;10416,7;422,0;379,3;426,6;372,0;418,5;822,0;-5,0;-9,6;-1,5;-405,0;22,0;424,0;10591,5;430,0;811,0;432,9;376,7;1061,4;-6,0;-8,9;-250,4;62,7
17.06.2016;1,1274;24,88;47,98;587,0;606,4;665,0;440,0;10947,2;445,0;380,0;428,4;891,0;790,0;848,0;-5,0;-451,0;60,0;-408,0;27,1;101,0;-58,0;183,6;420,0;10449,6;435,0;366,3;412,9;356,5;401,9;788,0;-15,0;7,1;18,1;-368,0;20,0;435,0;10822,8;445,0;777,0;426,0;370,7;1034,5;-10,0;9,0;-257,5;59,9
24.06.2016;1,1115;24,875;47,64;609,0;603,9;675,0;432,0;10746,0;455,0;380,0;422,4;893,0;800,0;848,0;-23,0;-461,0;52,0;-416,0;40,8;93,0;-48,0;196,1;420,0;10447,5;425,0;352,0;391,2;342,3;380,4;773,0;-5,0;28,8;39,6;-353,0;12,0;436,0;10845,5;440,0;797,0;405,2;341,8;1004,1;-4,0;30,8;-207,1;51,9
01.07.2016;1,1135;24,815;48,99;677,0;602,1;663,0;430,0;10670,5;415,0;385,0;428,7;886,0;800,0;840,0;15,0;-456,0;45,0;-410,0;31,6;86,0;-40,0;197,9;408,0;10124,5;415,0;357,8;398,4;344,0;383,0;756,0;-7,0;9,6;25,0;-348,0;22,0;436,0;10819,3;440,0;794,0;429,4;368,4;1005,4;-4,0;6,6;-211,4;49,3
08.07.2016;1,1052;24,84;45,41;703,0;575,7;650,0;431,0;10706,0;410,0;370,0;408,9;872,0;780,0;820,0;21,0;-441,0;61,0;-389,0;41,4;92,0;-40,0;204,3;397,0;9861,5;400,0;352,5;389,6;339,0;374,7;748,0;-3,0;7,4;22,3;-351,0;34,0;429,0;10656,4;430,0;784,0;400,4;344,6;980,7;-1,0;28,6;-196,7;54,8
15.07.2016;1,1034;24,82;45,95;745,0;582,5;640,0;433,0;10747,1;395,0;360,0;397,2;872,0;795,0;820,0;38,0;-439,0;73,0;-387,0;35,2;77,0;-25,0;212,5;405,0;10052,1;385,0;360,5;397,8;341,8;377,1;770,0;20,0;7,2;27,9;-365,0;28,0;473,0;11739,9;410,0;795,0;394,0;336,2;1000,8;63,0;79,0;-205,8;58,0
22.07.2016;1,0973;24,74;44,19;718,0;582,7;663,0;433,0;10712,4;380,0;360,0;395,0;871,0;780,0;820,0;53,0;-438,0;73,0;-387,0;40,4;91,0;-40,0;197,3;419,0;10366,1;400,0;357,8;392,6;355,0;389,5;783,0;19,0;26,4;29,5;-364,0;14,0;434,0;10737,2;400,0;808,0;369,8;315,5;978,8;34,0;64,2;-170,8;61,7
29.07.2016;1,117;24,8;41,6;656,0;583,7;680,0;433,0;10738,4;378,0;360,0;402,1;873,0;740,0;800,0;55,0;-440,0;73,0;-367,0;34,2;133,0;-60,0;156,3;423,0;10490,4;405,0;357,0;398,8;353,0;394,3;790,0;18,0;24,2;28,7;-367,0;10,0;436,0;10812,8;390,0;780,0;379,3;318,5;983,3;46,0;56,7;-203,3;55,4
05.08.2016;1,1085;24,81;41,8;636,0;622,4;720,0;433,0;10742,7;378,0;350,0;388,0;876,0;740,0;810,0;55,0;-443,0;83,0;-377,0;27,0;136,0;-70,0;117,6;425,0;10544,3;405,0;366,3;406,0;358,0;396,8;805,0;20,0;19,0;28,2;-380,0;8,0;434,0;10767,5;400,0;800,0;368,8;305,6;988,8;34,0;65,2;-188,8;56,6
12.08.2016;1,1158;25;44,49;671,0;650,8;775,0;433,0;10825,0;375,0;350,0;390,5;878,0;755,0;840,0;58,0;-445,0;83,0;-407,0;20,7;123,0;-85,0;104,2;433,0;10825,0;410,0;369,5;412,3;362,0;403,9;843,0;23,0;20,7;29,1;-410,0;0,0;437,0;10925,0;395,0;837,0;368,6;302,9;1033,6;42,0;68,4;-196,6;62,9
19.08.2016;1,1325;25,21;48,52;683,0;711,1;770,0;341,0;8596,6;370,0;355,0;402,0;878,0;790,0;825,0;-29,0;-537,0;-14,0;-484,0;-87,1;88,0;-35,0;78,9;434,0;10941,1;420,0;378,0;428,1;374,3;423,8;839,0;14,0;5,9;10,2;-405,0;-93,0;389,0;9806,7;410,0;830,0;377,3;300,3;1106,1;-21,0;11,7;-276,1;65,3
26.08.2016;1,1195;25,46;47,64;720,0;697,7;755,0;356,0;9063,8;385,0;355,0;397,4;871,0;795,0;815,0;-29,0;-515,0;1,0;-459,0;-63,0;76,0;-20,0;97,3;433,0;11024,2;430,0;374,3;419,0;370,3;414,5;830,0;3,0;14,0;18,5;-397,0;-77,0;407,0;10362,2;405,0;814,0;364,0;292,3;1067,6;2,0;43,0;-253,6;65,2
02.09.2016;1,1153;26,65;44,44;720,0;692,9;755,0;366,0;9753,9;385,0;355,0;395,9;854,0;780,0;820,0;-19,0;-488,0;11,0;-454,0;-54,5;74,0;-40,0;87,1;426,0;11352,9;438,0;377,0;420,5;374,3;417,4;861,0;-12,0;5,5;8,6;-435,0;-60,0;397,0;10580,1;388,0;835,0;355,8;285,5;1058,2;9,0;41,2;-223,2;66,2
09.09.2016;1,1229;26,655;45,88;804,0;712,5;745,0;378,0;10075,6;385,0;355,0;398,6;822,0;780,0;810,0;-7,0;-444,0;23,0;-432,0;-46,7;42,0;-30,0;67,5;421,0;11221,8;428,0;378,3;424,7;375,5;421,6;841,0;-7,0;-3,7;-0,6;-420,0;-43,0;402,0;10715,3;395,0;805,0;366,4;294,2;1070,2;7,0;35,6;-265,2;64,8
16.09.2016;1,1153;25,8;43,03;800,0;684,8;785,0;365,0;9417,0;390,0;355,0;395,9;843,0;775,0;835,0;-25,0;-478,0;10,0;-470,0;-50,4;68,0;-60,0;90,2;423,0;10913,4;430,0;372,5;415,4;369,5;412,1;860,0;-7,0;7,6;10,9;-437,0;-58,0;401,0;10345,8;390,0;843,0;354,9;285,5;1036,2;11,0;46,1;-193,2;63,1
23.09.2016;1,1222;25,93;44,48;941,0;696,6;745,0;376,0;9749,7;395,0;360,0;404,0;851,0;785,0;813,0;-19,0;-475,0;16,0;-437,0;-45,7;66,0;-28,0;88,4;427,0;11072,1;425,0;375,8;421,7;377,3;423,3;855,0;2,0;5,3;3,7;-428,0;-51,0;408,0;10579,4;388,0;833,0;350,9;276,0;1079,2;20,0;57,1;-246,2;67,4
30.09.2016;1,1238;25,91;48,24;875,0;671,6;690,0;379,0;9819,9;395,0;360,0;404,6;844,0;775,0;818,0;-16,0;-465,0;19,0;-439,0;-43,3;69,0;-43,0;103,4;435,0;11270,9;420,0;375,8;422,3;376,5;423,1;848,0;15,0;12,7;11,9;-413,0;-56,0;407,0;10545,4;378,0;828,0;350,5;271,1;1077,0;29,0;56,5;-249,0;63,5
07.10.2016;1,1199;25,8;49,81;921,0;637,8;685,0;386,0;9958,8;395,0;360,0;403,2;832,0;773,0;820,0;-9,0;-446,0;26,0;-434,0;-36,8;59,0;-47,0;135,2;438,0;11300,4;420,0;377,5;422,8;376,5;421,6;855,0;18,0;15,2;16,4;-417,0;-52,0;406,0;10474,8;390,0;831,0;351,5;271,7;1072,8;16,0;54,5;-241,8;62,2
14.10.2016;1,0969;25,77;50,35;892,0;626,5;730,0;387,0;9973,0;392,0;360,0;394,9;838,0;770,0;840,0;-5,0;-451,0;27,0;-453,0;-39,1;68,0;-70,0;143,5;441,0;11364,6;420,0;388,5;426,1;385,3;422,6;928,0;21,0;14,9;18,4;-487,0;-54,0;410,0;10565,7;378,0;873,0;353,6;272,8;1106,5;32,0;56,4;-233,5;67,1
21.10.2016;1,0882;25,6375;50,85;842,0;659,6;743,0;395,0;10126,8;396,0;360,0;391,8;843,0;785,0;840,0;-1,0;-448,0;35,0;-445,0;-33,8;58,0;-55,0;125,4;446,0;11434,3;430,0;394,0;428,8;394,8;429,6;929,0;16,0;17,2;16,4;-483,0;-51,0;413,0;10588,3;385,0;880,0;361,2;278,9;1137,9;28,0;51,8;-257,9;70,2
28.10.2016;1,0983;25,47;48,7;834,0;664,8;735,0;397,0;10111,6;395,0;360,0;395,4;848,0;790,0;830,0;2,0;-451,0;37,0;-433,0;-42,3;58,0;-40,0;125,2;453,0;11537,9;425,0;400,0;439,3;395,5;434,4;907,0;28,0;13,7;18,6;-454,0;-56,0;416,0;10595,5;393,0;865,0;367,9;288,9;1147,3;23,0;48,1;-282,3;73,2
04.11.2016;1,1135;25,565;44,07;855,0;658,5;755,0;393,0;10047,0;405,0;365,0;406,4;845,0;765,0;833,0;-12,0;-452,0;28,0;-440,0;-42,1;80,0;-68,0;106,5;458,0;11708,8;425,0;390,8;435,1;390,8;435,1;889,0;33,0;22,9;22,9;-431,0;-65,0;415,0;10609,5;390,0;877,0;360,6;281,2;1124,6;25,0;54,4;-247,6;70,2
11.11.2016;1,085;25,62;43,41;1045,0;696,7;750,0;395,0;10119,9;405,0;365,0;396,0;841,0;770,0;815,0;-10,0;-446,0;30,0;-420,0;-30,6;71,0;-45,0;73,3;458,0;11734,0;430,0;392,3;425,6;388,3;421,3;882,0;28,0;32,4;36,7;-424,0;-63,0;415,0;10632,3;390,0;868,0;359,5;280,1;1115,9;25,0;55,5;-247,9;68,8
18.11.2016;1,0585;25,85;45,69;1257,0;650,7;780,0;382,0;9874,7;405,0;370,0;391,6;811,0;760,0;830,0;-23,0;-429,0;12,0;-448,0;-38,8;51,0;-70,0;109,3;402,0;10391,7;430,0;397,5;420,8;389,0;411,8;875,0;-28,0;-18,8;-9,8;-473,0;-20,0;404,0;10443,4;388,0;891,0;365,1;282,5;1103,2;16,0;38,9;-212,2;62,8
25.11.2016;1,0584;25,7;46,06;1181,0;683,1;765,0;393,0;10100,1;400,0;370,0;391,6;831,0;785,0;845,0;-7,0;-438,0;23,0;-452,0;-32,2;46,0;-60,0;101,9;414,0;10639,8;440,0;401,8;425,2;398,8;422,0;908,0;-26,0;-11,2;-8,0;-494,0;-21,0;420,0;10794,0;390,0;904,0;363,4;280,3;1121,0;30,0;56,6;-217,0;66,0
02.12.2016;1,067;25,97;51,68;1198,0;701,1;783,0;397,0;10310,1;400,0;380,0;405,5;840,0;785,0;855,0;-3,0;-443,0;17,0;-458,0;-40,2;55,0;-70,0;83,9;415,0;10777,6;425,0;409,8;437,2;406,3;433,5;926,0;-10,0;-22,2;-18,5;-511,0;-18,0;421,0;10933,4;395,0;926,0;377,5;282,7;1215,3;26,0;43,5;-289,3;71,1
09.12.2016;1,0559;26;51,5;1090,0;706,3;790,0;400,0;10400,0;400,0;390,0;411,8;832,0;785,0;845,0;0,0;-432,0;10,0;-445,0;-35,0;47,0;-60,0;78,7;407,0;10582,0;440,0;412,0;435,0;409,8;432,7;916,0;-33,0;-28,0;-25,7;-509,0;-7,0;413,0;10738,0;393,0;916,0;381,2;288,8;1190,4;20,0;31,8;-274,4;67,7
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
